ID;Job Title;Salary Estimate;Rating;Company Name;Location;Headquarters;Size;Founded;Type of ownership;Industry;Sector;Revenue;Competitors
235;Data Engineer;$62K-$114K (Glassdoor est.);4.4;Eventbrite;Nashville, TN;San Francisco, CA;1001 to 5000 employees;2006;Company - Public;Internet;Information Technology;$100 to $500 million (USD);See Tickets, TicketWeb, Vendini
236;Big Data Engineer - Chicago - Future Opportunity;$71K-$129K (Glassdoor est.);4.1;Centro;Chicago, IL;Chicago, IL;501 to 1000 employees;2001;Company - Private;Internet;Information Technology;$100 to $500 million (USD);Mediaocean, The Trade Desk, MediaMath
237;Senior Data Analyst;$43K-$80K (Glassdoor est.);2.9;National Student Clearinghouse;Herndon, VA;Herndon, VA;201 to 500 employees;1993;Nonprofit Organization;Colleges & Universities;Education;$25 to $50 million (USD);Ellucian, Parchment, College Board
238;Data Scientist;$74K-$119K (Glassdoor est.);2.5;comScore;Portland, OR;Reston, VA;1001 to 5000 employees;1999;Company - Public;Advertising & Marketing;Business Services;$1 to $2 billion (USD);Nielsen, Hitwise, Coremetrics
239;Survey Data Analyst;$55K-$97K (Glassdoor est.);4.2;SullivanCotter;Minneapolis, MN;Chicago, IL;201 to 500 employees;1992;Company - Private;Consulting;Business Services;Unknown / Non-Applicable;Mercer, Korn Ferry, Integrated Healthcare Strategies
240;Data Scientist;$15K-$16K(Employer est.);3.9;NPD;Port Washington, NY;Port Washington, NY;1001 to 5000 employees;1966;Company - Private;Research & Development;Business Services;$100 to $500 million (USD);-1
241;Data Scientist;$61K-$106K (Glassdoor est.);4.3;Bakery Agency;Austin, TX;Austin, TX;1 to 50 employees;2010;Company - Private;Advertising & Marketing;Business Services;Unknown / Non-Applicable;-1
242;Risk and Analytics IT, Data Scientist;$91K-$149K (Glassdoor est.);2.7;State of Wisconsin Investment Board;Madison, WI;Madison, WI;51 to 200 employees;1951;Government;Investment Banking & Asset Management;Finance;$50 to $100 million (USD);-1
243;Data Scientist;$127K-$199K (Glassdoor est.);3.9;Genentech;South San Francisco, CA;South San Francisco, CA;10000+ employees;1976;Subsidiary or Business Segment;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);-1
244;Lead Health Data Analyst - Front End;$74K-$126K (Glassdoor est.);3.4;Blue Cross & Blue Shield of Rhode Island;Providence, RI;Providence, RI;501 to 1000 employees;1939;Nonprofit Organization;Insurance Carriers;Insurance;Unknown / Non-Applicable;UnitedHealth Group
245;Research Scientist;$33K-$72K (Glassdoor est.);3.8;Boys Town;Omaha, NE;Omaha, NE;1001 to 5000 employees;1917;Nonprofit Organization;Social Assistance;Non-Profit;Unknown / Non-Applicable;Boys & Girls Clubs of America, AdoptUSKids, Foster Care to Success
246;Medical Lab Scientist;$17-$24 Per Hour(Glassdoor est.);3.6;Tower Health;West Reading, PA;Reading, PA;5001 to 10000 employees;2017;Nonprofit Organization;Health Care Services & Hospitals;Health Care;Unknown / Non-Applicable;-1
247;Junior Data Analyst;$37K-$63K (Glassdoor est.);3.3;The HSC Health Care System;Washington, DC;Washington, DC;501 to 1000 employees;1883;Nonprofit Organization;Health Care Services & Hospitals;Health Care;Unknown / Non-Applicable;-1
248;SQL Data Engineer;$67K-$119K (Glassdoor est.);3.4;Pro-Sphere Tek;Austin, TX;Alexandria, VA;201 to 500 employees;2006;Company - Private;Consulting;Business Services;$50 to $100 million (USD);-1
249;Data Scientist;$72K-$117K (Glassdoor est.);3;Ameritas Life Insurance Corp;Cincinnati, OH;Lincoln, NE;1001 to 5000 employees;1887;Company - Private;Insurance Agencies & Brokerages;Insurance;$2 to $5 billion (USD);-1
250;Senior Data Scientist;$116K-$185K (Glassdoor est.);4;Autodesk;San Francisco, CA;San Rafael, CA;5001 to 10000 employees;1982;Company - Public;Computer Hardware & Software;Information Technology;$2 to $5 billion (USD);-1
251;Data Scientist;$78K-$126K (Glassdoor est.);3.7;Genworth;Raleigh, NC;Richmond, VA;1001 to 5000 employees;2004;Company - Public;Insurance Carriers;Insurance;$5 to $10 billion (USD);MetLife, Northwestern Mutual, Prudential
252;Scientist, Analytical Development;$42K-$82K (Glassdoor est.);4.4;Rubius Therapeutics;Cambridge, MA;Cambridge, MA;201 to 500 employees;2013;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$100 to $500 million (USD);-1
253;Analytics Manager;$59K-$116K (Glassdoor est.);4.3;OneMagnify;Dearborn, MI;Detroit, MI;201 to 500 employees;1967;Company - Private;Advertising & Marketing;Business Services;Unknown / Non-Applicable;-1
254;Clinical Data Scientist;$63K-$105K (Glassdoor est.);4;Pfizer;Groton, CT;New York, NY;10000+ employees;1849;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);-1
255;Data Scientist;$109K-$177K (Glassdoor est.);4;Novetta;Herndon, VA;Mc Lean, VA;501 to 1000 employees;2012;Company - Private;Enterprise Software & Network Solutions;Information Technology;$100 to $500 million (USD);Leidos, CACI International, Booz Allen Hamilton
256;Sr. Data Scientist, Cyber-Security LT Contract;$116K-$194K (Glassdoor est.);3.2;Numeric, LLC;Phila, PA;Chadds Ford, PA;1 to 50 employees;-1;Company - Private;Staffing & Outsourcing;Business Services;$5 to $10 million (USD);-1
257;Data Engineer;$48K-$95K (Glassdoor est.);4.2;IZEA;Winter Park, FL;Winter Park, FL;51 to 200 employees;2006;Company - Public;Advertising & Marketing;Business Services;$25 to $50 million (USD);Linqia, Collective Bias
258;Data Scientist;$83K-$133K (Glassdoor est.);3.9;Trace Data;Oakland, CA;Santa Ana, CA;51 to 200 employees;2000;Company - Private;Insurance Carriers;Insurance;$10 to $25 million (USD);-1
259;Sr. Scientist - Digital & Image Analysis/Computational Pathology;$105K-$198K (Glassdoor est.);3.7;Takeda Pharmaceuticals;San Diego, CA;OSAKA, Japan;10000+ employees;1781;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);Novartis, Baxter, Pfizer
260;Digital Marketing & ECommerce Data Analyst;$31K-$72K (Glassdoor est.);3.6;Vionic Group;San Rafael, CA;San Rafael, CA;51 to 200 employees;2006;Subsidiary or Business Segment;Department, Clothing, & Shoe Stores;Retail;$100 to $500 million (USD);-1
261;Principal Scientist - Immunologist;$98K-$182K (Glassdoor est.);3.7;Takeda Pharmaceuticals;Boston, MA;OSAKA, Japan;10000+ employees;1781;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);Novartis, Baxter, Pfizer
262;Senior Data Analyst;$55K-$100K (Glassdoor est.);2.8;Dodge Data & Analytics;Hamilton, NJ;Hamilton, NJ;201 to 500 employees;2014;Company - Private;IT Services;Information Technology;Unknown / Non-Applicable;-1
263;Insurance Financial Data Analyst;$45K-$82K (Glassdoor est.);4.2;Clearwater Analytics;Boise, ID;Boise, ID;501 to 1000 employees;2004;Company - Private;Investment Banking & Asset Management;Finance;$50 to $100 million (USD);-1
264;Data Scientist;$83K-$135K (Glassdoor est.);4;Tekvalley, Corp.;San Francisco, CA;Pleasanton, CA;1 to 50 employees;-1;Company - Private;IT Services;Information Technology;Less than $1 million (USD);-1
265;Data Scientist;$70K-$122K (Glassdoor est.);3.5;BWX Technologies;Oak Ridge, TN;Lynchburg, VA;5001 to 10000 employees;1850;Company - Public;Aerospace & Defense;Aerospace & Defense;$500 million to $1 billion (USD);-1
266;Principal Data Scientist with over 10 years experience;Employer Provided Salary:$200K-$250K;-1;CA-One Tech Cloud;San Francisco, CA;Fremont, CA;51 to 200 employees;2017;Company - Private;IT Services;Information Technology;$5 to $10 million (USD);-1
267;Data Engineer;$70K-$132K (Glassdoor est.);3.2;PennyMac;Agoura Hills, CA;Westlake Village, CA;1001 to 5000 employees;2008;Company - Public;Lending;Finance;$500 million to $1 billion (USD);Nationstar Mortgage, Caliber Funding, Quicken Loans
268;Senior Data Scientist;$73K-$124K (Glassdoor est.);3.3;Plymouth Rock Assurance;Woodbridge, NJ;Boston, MA;1001 to 5000 employees;1982;Company - Private;Insurance Carriers;Insurance;$10 to $25 million (USD);Arbella Insurance, Safety Insurance
269;Data Engineer I - Azure;$54K-$101K (Glassdoor est.);3.9;Vermeer;Pella, IA;Pella, IA;1001 to 5000 employees;1948;Company - Private;Industrial Manufacturing;Manufacturing;$1 to $2 billion (USD);Caterpillar, John Deere, CNH Industrial
270;Sr. Scientist, Quantitative Translational Sciences;$117K-$206K (Glassdoor est.);3.7;Takeda Pharmaceuticals;Boston, MA;OSAKA, Japan;10000+ employees;1781;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);Novartis, Baxter, Pfizer
271;MED TECH/LAB SCIENTIST - LABORATORY;$21-$34 Per Hour(Glassdoor est.);3.6;Beebe Healthcare;Lewes, DE;Lewes, DE;1001 to 5000 employees;1935;Nonprofit Organization;Health Care Services & Hospitals;Health Care;$100 to $500 million (USD);-1
272;Sr. Data Scientist II;$111K-$183K (Glassdoor est.);3.4;Argo Group US;New York, NY;Hamilton, Bermuda;1001 to 5000 employees;1948;Company - Public;Insurance Carriers;Insurance;$1 to $2 billion (USD);-1
273;Data Scientist;$68K-$112K (Glassdoor est.);3.5;L&T Infotech;San Ramon, CA;Mumbai, India;10000+ employees;1997;Company - Public;IT Services;Information Technology;Unknown / Non-Applicable;Infosys, Accenture, Capgemini
274;Information Security Data Analyst;$42K-$74K (Glassdoor est.);4.3;OceanFirst Financial;Red Bank, NJ;Toms River, NJ;501 to 1000 employees;1902;Company - Public;Banks & Credit Unions;Finance;$5 to $10 billion (USD);-1
275;Excel / VBA / SQL Data Analyst;$44K-$78K (Glassdoor est.);4.1;Associated Electric Cooperative;Springfield, MO;Springfield, MO;501 to 1000 employees;1961;Company - Private;Energy;Oil, Gas, Energy & Utilities;$1 to $2 billion (USD);-1
276;Machine Learning Research Scientist;$81K-$159K (Glassdoor est.);2.6;Software Engineering Institute;Pittsburgh, PA;Pittsburgh, PA;501 to 1000 employees;1984;College / University;Colleges & Universities;Education;Unknown / Non-Applicable;-1
277;Data Scientist;$95K-$161K (Glassdoor est.);3.6;Sotheby's;New York, NY;New York, NY;1001 to 5000 employees;1744;Company - Public;Auctions & Galleries;Retail;$500 million to $1 billion (USD);-1
278;Data Scientist;$75K-$124K (Glassdoor est.);3.5;First Tech Federal Credit Union;Hillsboro, OR;San Jose, CA;1001 to 5000 employees;1952;Company - Private;Banks & Credit Unions;Finance;$100 to $500 million (USD);-1
279;Data Scientist;$72K-$120K (Glassdoor est.);3.6;Amrock;Detroit, MI;Detroit, MI;1001 to 5000 employees;1997;Company - Private;Real Estate;Real Estate;$500 million to $1 billion (USD);-1
280;Data Scientist;$76K-$126K (Glassdoor est.);2.3;Vanda Pharmaceuticals;Washington, DC;Washington, DC;201 to 500 employees;2003;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$100 to $500 million (USD);-1
281;Senior Data Scientist;$114K-$182K (Glassdoor est.);3.9;Zest AI;Burbank, CA;Burbank, CA;51 to 200 employees;2009;Company - Private;Financial Analytics & Research;Finance;$50 to $100 million (USD);-1
